query,subject,identity,alignment length,mismatches,gap opens,q start,q end,s start,s end,evalue,bit score
chr22:22437645-23366982,IGLV1-51*02,68.182,176,56,0,797309,797484,91,266,2.62e-21,103
chr22:22437645-23366982,IGLV1-51*02,66.667,186,62,0,590072,590257,99,284,2.36e-20,99.9
chr22:22437645-23366982,IGLV1-51*02,72.159,176,46,1,14718,14893,2,174,7.08e-20,98.3
chr22:22437645-23366982,IGLV1-51*02,71.631,141,40,0,759754,759894,127,267,7.08e-20,98.3
chr22:22437645-23366982,IGLV1-51*02,66.857,175,58,0,747604,747778,92,266,6.38e-19,95.1
chr22:22437645-23366982,IGLV1-51*02,79.208,101,21,0,700642,700742,167,267,6.38e-19,95.1
chr22:22437645-23366982,IGLV1-51*02,66.474,173,58,0,646749,646921,82,254,5.74e-18,91.9
chr22:22437645-23366982,IGLV1-51*02,68.333,180,56,1,658818,658996,105,284,5.74e-18,91.9
chr22:22437645-23366982,IGLV1-51*02,67.722,158,51,0,604067,604224,97,254,1.72e-17,90.3
chr22:22437645-23366982,IGLV1-51*02,72.535,142,38,1,724365,724505,143,284,5.16e-17,88.8
chr22:22437645-23366982,IGLV1-51*02,67.050,261,81,3,550188,550447,10,266,1.55e-16,87.2
chr22:22437645-23366982,IGLV1-51*02,76.515,132,28,1,650019,650150,1,129,4.65e-16,85.6
chr22:22437645-23366982,IGLV1-51*02,65.714,210,70,1,411230,411437,54,263,4.65e-16,85.6
chr22:22437645-23366982,IGLV1-51*02,69.412,170,50,1,680190,680357,85,254,4.65e-16,85.6
chr22:22437645-23366982,IGLV1-51*02,69.182,159,48,1,650136,650294,128,285,1.39e-15,84.0
chr22:22437645-23366982,IGLV1-51*02,72.321,112,31,0,741052,741163,143,254,1.25e-14,80.8
chr22:22437645-23366982,IGLV1-51*02,64.815,162,57,0,74925,75086,105,266,1.13e-13,77.7
chr22:22437645-23366982,IGLV1-51*02,63.429,175,64,0,675136,675310,92,266,3.39e-13,76.1
chr22:22437645-23366982,IGLV1-51*02,63.750,160,58,0,843341,843500,95,254,9.15e-12,71.3
chr22:22437645-23366982,IGLV1-51*02,70.755,106,31,0,138457,138562,176,281,9.15e-12,71.3
chr22:22437645-23366982,IGLV1-51*02,72.632,95,26,0,323930,324024,52,146,2.74e-11,69.7
chr22:22437645-23366982,IGLV1-51*02,80.597,67,13,0,672362,672428,6,72,2.47e-10,66.6
chr22:22437645-23366982,IGLV1-51*02,69.672,122,36,1,142479,142599,4,125,2.22e-09,63.4
chr22:22437645-23366982,IGLV1-51*02,79.104,67,14,0,732954,733020,6,72,2.22e-09,63.4
chr22:22437645-23366982,IGLV1-51*02,79.104,67,14,0,797230,797296,6,72,2.22e-09,63.4
chr22:22437645-23366982,IGLV1-51*02,64.662,133,47,0,384035,384167,130,262,2.22e-09,63.4
chr22:22437645-23366982,IGLV1-51*02,77.941,68,15,0,603982,604049,6,73,6.67e-09,61.8
chr22:22437645-23366982,IGLV1-51*02,77.612,67,15,0,689866,689932,6,72,2.00e-08,60.2
chr22:22437645-23366982,IGLV1-51*02,80.000,60,12,0,646679,646738,6,65,6.00e-08,58.6
chr22:22437645-23366982,IGLV1-51*02,80.000,60,12,0,698241,698300,6,65,6.00e-08,58.6
chr22:22437645-23366982,IGLV1-51*02,65.455,110,38,0,835607,835716,6,115,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-51*02,73.611,72,19,0,740922,740993,6,77,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-51*02,74.627,67,17,0,747524,747590,6,72,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-51*02,88.372,43,5,0,177987,178029,225,267,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-51*02,76.667,60,14,0,680117,680176,6,65,4.86e-06,52.3
chr22:22437645-23366982,IGLV1-51*02,61.446,166,63,1,686151,686315,73,238,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-51*02,66.292,89,30,0,735785,735873,107,195,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-51*02,65.882,85,29,0,319490,319574,1,85,0.001,44.4
chr22:22437645-23366982,IGLV1-51*02,69.014,71,22,0,177748,177818,7,77,0.001,44.4
chr22:22437645-23366982,IGLV1-51*02,73.684,57,15,0,799918,799974,16,72,0.001,44.4
chr22:22437645-23366982,IGLV1-51*02,67.257,113,35,1,598096,598208,24,134,0.004,42.8
chr22:22437645-23366982,IGLV1-51*02,60.241,166,65,1,664557,664721,73,238,0.011,41.2
chr22:22437645-23366982,IGLV1-51*02,75.000,48,12,0,51268,51315,1,48,0.032,39.6
chr22:22437645-23366982,IGLV1-51*02,72.222,54,15,0,650322,650375,185,238,0.032,39.6
chr22:22437645-23366982,IGLV1-51*02,68.750,80,24,1,49797,49875,52,131,0.86,34.9
chr22:22437645-23366982,IGLV1-44*04,99.324,296,2,0,357121,357416,1,296,4.32e-130,464
chr22:22437645-23366982,IGLV1-44*04,97.635,296,7,0,334039,334334,1,296,2.55e-125,448
chr22:22437645-23366982,IGLV1-44*04,93.243,296,20,0,417362,417657,1,296,6.48e-113,407
chr22:22437645-23366982,IGLV1-44*04,85.274,292,43,0,298764,299055,1,292,4.65e-89,328
chr22:22437645-23366982,IGLV1-44*04,87.248,298,35,1,303611,303908,1,295,1.40e-88,326
chr22:22437645-23366982,IGLV1-44*04,86.869,297,36,1,395149,395445,1,294,3.77e-87,321
chr22:22437645-23366982,IGLV1-44*04,84.775,289,44,0,389590,389878,1,289,1.13e-86,320
chr22:22437645-23366982,IGLV1-44*04,79.182,269,53,1,720119,720387,1,266,1.44e-57,223
chr22:22437645-23366982,IGLV1-44*04,79.182,269,53,1,808226,808494,1,266,1.44e-57,223
chr22:22437645-23366982,IGLV1-44*04,78.439,269,55,1,62628,62896,1,266,1.16e-55,217
chr22:22437645-23366982,IGLV1-44*04,78.439,269,55,1,777940,778208,1,266,1.16e-55,217
chr22:22437645-23366982,IGLV1-44*04,74.915,295,71,1,2169,2460,1,295,8.49e-53,207
chr22:22437645-23366982,IGLV1-44*04,77.323,269,58,1,683450,683718,1,266,8.49e-53,207
chr22:22437645-23366982,IGLV1-44*04,76.952,269,59,1,744243,744511,1,266,7.64e-52,204
chr22:22437645-23366982,IGLV1-44*04,74.570,291,71,2,55845,56134,4,292,1.67e-48,193
chr22:22437645-23366982,IGLV1-44*04,75.465,269,63,1,841993,842261,1,266,5.01e-48,191
chr22:22437645-23366982,IGLV1-44*04,75.093,269,64,1,565210,565478,1,266,4.51e-47,188
chr22:22437645-23366982,IGLV1-44*04,69.831,295,89,0,190864,191158,1,295,1.35e-46,187
chr22:22437645-23366982,IGLV1-44*04,75.610,205,50,0,804775,804979,81,285,7.19e-41,168
chr22:22437645-23366982,IGLV1-44*04,75.758,198,48,0,757603,757800,81,278,1.94e-39,163
chr22:22437645-23366982,IGLV1-44*04,75.377,199,49,0,698310,698508,81,279,5.83e-39,161
chr22:22437645-23366982,IGLV1-44*04,77.005,187,43,0,706266,706452,81,267,5.83e-39,161
chr22:22437645-23366982,IGLV1-44*04,79.641,167,34,0,579944,580110,99,265,5.24e-38,158
chr22:22437645-23366982,IGLV1-44*04,76.243,181,43,0,866471,866651,105,285,4.25e-36,152
chr22:22437645-23366982,IGLV1-44*04,70.260,269,77,1,573479,573747,1,266,1.15e-34,147
chr22:22437645-23366982,IGLV1-44*04,72.396,192,53,0,171879,172070,8,199,8.36e-32,137
chr22:22437645-23366982,IGLV1-44*04,76.543,162,38,0,653996,654157,106,267,8.36e-32,137
chr22:22437645-23366982,IGLV1-44*04,75.309,162,40,0,672456,672617,106,267,6.77e-30,131
chr22:22437645-23366982,IGLV1-44*04,80.303,132,26,0,700610,700741,135,266,6.09e-29,128
chr22:22437645-23366982,IGLV1-44*04,89.000,100,11,0,759794,759893,167,266,5.49e-28,125
chr22:22437645-23366982,IGLV1-44*04,67.130,216,71,0,346951,347166,52,267,4.44e-26,118
chr22:22437645-23366982,IGLV1-44*04,67.290,214,70,0,373316,373529,54,267,4.44e-26,118
chr22:22437645-23366982,IGLV1-44*04,71.066,197,56,1,658795,658990,82,278,4.44e-26,118
chr22:22437645-23366982,IGLV1-44*04,72.840,162,44,0,733048,733209,106,267,4.44e-26,118
chr22:22437645-23366982,IGLV1-44*04,70.000,180,54,0,590072,590251,99,278,4.00e-25,115
chr22:22437645-23366982,IGLV1-44*04,72.222,162,45,0,797324,797485,106,267,4.00e-25,115
chr22:22437645-23366982,IGLV1-44*04,69.663,178,54,0,689958,690135,104,281,3.60e-24,112
chr22:22437645-23366982,IGLV1-44*04,71.341,164,47,0,74925,75088,105,268,3.60e-24,112
chr22:22437645-23366982,IGLV1-44*04,71.429,203,56,2,724305,724505,82,284,1.08e-23,110
chr22:22437645-23366982,IGLV1-44*04,65.278,216,75,0,450905,451120,52,267,2.92e-22,106
chr22:22437645-23366982,IGLV1-44*04,68.966,174,54,0,646749,646922,82,255,2.92e-22,106
chr22:22437645-23366982,IGLV1-44*04,68.571,175,55,0,747605,747779,93,267,8.75e-22,104
chr22:22437645-23366982,IGLV1-44*04,71.930,171,46,1,680190,680358,85,255,2.36e-20,99.9
chr22:22437645-23366982,IGLV1-44*04,69.427,157,48,0,604069,604225,99,255,7.08e-20,98.3
chr22:22437645-23366982,IGLV1-44*04,68.199,261,78,3,550189,550448,11,267,2.13e-19,96.7
chr22:22437645-23366982,IGLV1-44*04,70.175,171,50,1,740995,741164,85,255,2.13e-19,96.7
chr22:22437645-23366982,IGLV1-44*04,82.692,104,17,1,650172,650275,164,266,6.38e-19,95.1
chr22:22437645-23366982,IGLV1-44*04,70.391,179,50,1,14718,14896,2,177,1.72e-17,90.3
chr22:22437645-23366982,IGLV1-44*04,70.677,133,39,0,384035,384167,130,262,5.16e-17,88.8
chr22:22437645-23366982,IGLV1-44*04,64.762,210,72,1,411230,411437,54,263,3.76e-14,79.2
chr22:22437645-23366982,IGLV1-44*04,72.897,107,29,0,138453,138559,172,278,3.76e-14,79.2
chr22:22437645-23366982,IGLV1-44*04,62.121,198,75,0,414101,414298,51,248,1.13e-13,77.7
chr22:22437645-23366982,IGLV1-44*04,63.636,176,64,0,174726,174901,112,287,1.13e-13,77.7
chr22:22437645-23366982,IGLV1-44*04,75.000,96,24,0,7262,7357,172,267,1.13e-13,77.7
chr22:22437645-23366982,IGLV1-44*04,63.584,173,63,0,843329,843501,83,255,3.39e-13,76.1
chr22:22437645-23366982,IGLV1-44*04,64.667,150,53,0,353582,353731,118,267,9.15e-12,71.3
chr22:22437645-23366982,IGLV1-44*04,76.923,78,18,0,650019,650096,1,78,8.23e-11,68.2
chr22:22437645-23366982,IGLV1-44*04,62.577,163,61,0,345967,346129,104,266,2.47e-10,66.6
chr22:22437645-23366982,IGLV1-44*04,79.104,67,14,0,866378,866444,6,72,2.22e-09,63.4
chr22:22437645-23366982,IGLV1-44*04,86.275,51,7,0,295250,295300,226,276,2.00e-08,60.2
chr22:22437645-23366982,IGLV1-44*04,68.000,100,32,0,323930,324029,52,151,6.00e-08,58.6
chr22:22437645-23366982,IGLV1-44*04,68.000,100,32,0,857132,857231,172,271,6.00e-08,58.6
chr22:22437645-23366982,IGLV1-44*04,76.119,67,16,0,672362,672428,6,72,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-44*04,63.359,131,48,0,330477,330607,118,248,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-44*04,88.889,45,5,0,379082,379126,225,269,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-44*04,90.698,43,4,0,329435,329477,225,267,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-44*04,90.698,43,4,0,352507,352549,225,267,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-44*04,73.611,72,19,0,740922,740993,6,77,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-44*04,75.000,68,17,0,698241,698308,6,73,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-44*04,67.213,122,39,1,142479,142599,4,125,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-44*04,74.627,67,17,0,732954,733020,6,72,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-44*04,74.627,67,17,0,797230,797296,6,72,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-44*04,59.218,179,73,0,800001,800179,106,284,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-44*04,80.000,55,11,0,177974,178028,212,266,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-44*04,88.372,43,5,0,413160,413202,225,267,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-44*04,73.529,68,18,0,603982,604049,6,73,4.86e-06,52.3
chr22:22437645-23366982,IGLV1-44*04,73.529,68,18,0,646679,646746,6,73,4.86e-06,52.3
chr22:22437645-23366982,IGLV1-44*04,72.059,68,19,0,757534,757601,6,73,4.38e-05,49.1
chr22:22437645-23366982,IGLV1-44*04,72.059,68,19,0,804706,804773,6,73,4.38e-05,49.1
chr22:22437645-23366982,IGLV1-44*04,73.770,61,16,0,22379,22439,207,267,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-44*04,66.667,135,42,1,319490,319621,1,135,3.94e-04,46.0
chr22:22437645-23366982,IGLV1-44*04,69.444,72,22,0,680117,680188,6,77,3.94e-04,46.0
chr22:22437645-23366982,IGLV1-44*04,75.926,54,13,0,182372,182425,205,258,3.94e-04,46.0
chr22:22437645-23366982,IGLV1-44*04,70.149,67,20,0,835607,835673,6,72,0.001,44.4
chr22:22437645-23366982,IGLV1-44*04,78.723,47,10,0,598096,598142,24,70,0.001,44.4
chr22:22437645-23366982,IGLV1-44*04,80.000,45,9,0,221096,221140,225,269,0.001,44.4
chr22:22437645-23366982,IGLV1-44*04,90.909,33,3,0,51518,51550,235,267,0.001,44.4
chr22:22437645-23366982,IGLV1-44*04,73.214,56,15,0,64889,64944,231,286,0.004,42.8
chr22:22437645-23366982,IGLV1-44*04,77.778,45,10,0,82611,82655,231,275,0.011,41.2
chr22:22437645-23366982,IGLV1-44*04,83.784,37,6,0,788526,788562,235,271,0.011,41.2
chr22:22437645-23366982,IGLV1-44*04,85.294,34,5,0,158471,158504,1,34,0.032,39.6
chr22:22437645-23366982,IGLV1-44*04,70.690,58,17,0,686258,686315,181,238,0.032,39.6
chr22:22437645-23366982,IGLV1-44*04,72.222,54,15,0,650322,650375,185,238,0.032,39.6
chr22:22437645-23366982,IGLV1-44*04,72.222,54,15,0,664668,664721,185,238,0.032,39.6
chr22:22437645-23366982,IGLV1-44*04,64.935,77,27,0,138274,138350,1,77,0.096,38.0
chr22:22437645-23366982,IGLV1-44*04,73.469,49,13,0,133476,133524,213,261,0.096,38.0
chr22:22437645-23366982,IGLV1-44*04,59.016,122,50,0,383917,384038,1,122,0.29,36.5
chr22:22437645-23366982,IGLV1-44*04,92.308,26,2,0,51268,51293,1,26,0.29,36.5
chr22:22437645-23366982,IGLV1-44*04,92.308,26,2,0,378837,378862,1,26,0.29,36.5
chr22:22437645-23366982,IGLV1-44*04,92.308,26,2,0,412915,412940,1,26,0.29,36.5
chr22:22437645-23366982,IGLV1-44*04,84.375,32,5,0,788312,788343,3,34,0.29,36.5
chr22:22437645-23366982,IGLV1-44*04,86.667,30,4,0,856956,856985,5,34,0.29,36.5
chr22:22437645-23366982,IGLV1-44*04,78.947,38,8,0,177748,177785,7,44,0.29,36.5
chr22:22437645-23366982,IGLV1-44*04,80.556,36,7,0,88011,88046,220,255,0.29,36.5
chr22:22437645-23366982,IGLV1-44*04,63.636,77,28,0,7082,7158,1,77,0.86,34.9
chr22:22437645-23366982,IGLV1-44*04,65.217,69,24,0,843256,843324,4,72,0.86,34.9
chr22:22437645-23366982,IGLV1-44*04,73.333,45,12,0,177913,177957,157,201,0.86,34.9
chr22:22437645-23366982,IGLV1-44*04,88.462,26,3,0,295004,295029,1,26,2.6,33.3
chr22:22437645-23366982,IGLV1-44*04,88.462,26,3,0,329190,329215,1,26,2.6,33.3
chr22:22437645-23366982,IGLV1-44*04,95.455,22,1,0,87492,87513,5,26,2.6,33.3
chr22:22437645-23366982,IGLV1-44*04,85.185,27,4,0,182198,182224,2,28,7.8,31.7
chr22:22437645-23366982,IGLV1-44*04,80.645,31,6,0,858443,858473,4,34,7.8,31.7
chr22:22437645-23366982,IGLV1-41*01,99.324,296,2,0,389590,389885,1,296,4.32e-130,464
chr22:22437645-23366982,IGLV1-41*01,92.517,294,22,0,298764,299057,1,294,4.72e-110,397
chr22:22437645-23366982,IGLV1-41*01,84.828,290,44,0,334039,334328,1,290,3.77e-87,321
chr22:22437645-23366982,IGLV1-41*01,84.775,289,44,0,357121,357409,1,289,1.13e-86,320
chr22:22437645-23366982,IGLV1-41*01,83.391,289,48,0,417362,417650,1,289,7.42e-83,307
chr22:22437645-23366982,IGLV1-41*01,85.185,297,41,1,303611,303907,1,294,2.23e-82,305
chr22:22437645-23366982,IGLV1-41*01,83.893,298,45,1,395149,395446,1,295,4.87e-79,294
chr22:22437645-23366982,IGLV1-41*01,77.778,270,57,1,720119,720388,1,267,3.14e-54,212
chr22:22437645-23366982,IGLV1-41*01,77.122,271,59,1,683450,683720,1,268,8.49e-53,207
chr22:22437645-23366982,IGLV1-41*01,77.037,270,59,1,62628,62897,1,267,2.55e-52,206
chr22:22437645-23366982,IGLV1-41*01,76.753,271,60,1,777940,778210,1,268,7.64e-52,204
chr22:22437645-23366982,IGLV1-41*01,76.667,270,60,1,744243,744512,1,267,2.29e-51,202
chr22:22437645-23366982,IGLV1-41*01,76.296,270,61,1,808226,808495,1,267,2.06e-50,199
chr22:22437645-23366982,IGLV1-41*01,75.556,270,63,1,565210,565479,1,267,1.67e-48,193
chr22:22437645-23366982,IGLV1-41*01,75.277,271,64,1,841993,842263,1,268,5.01e-48,191
chr22:22437645-23366982,IGLV1-41*01,73.129,294,76,1,2169,2459,1,294,1.50e-47,190
chr22:22437645-23366982,IGLV1-41*01,69.728,294,89,0,190864,191157,1,294,4.06e-46,185
chr22:22437645-23366982,IGLV1-41*01,72.449,294,78,2,55845,56137,4,295,2.96e-43,175
chr22:22437645-23366982,IGLV1-41*01,71.481,270,74,1,573479,573748,1,267,5.24e-38,158
chr22:22437645-23366982,IGLV1-41*01,70.714,280,76,1,866378,866651,6,285,2.79e-32,139
chr22:22437645-23366982,IGLV1-41*01,77.019,161,37,0,579950,580110,105,265,2.79e-32,139
chr22:22437645-23366982,IGLV1-41*01,72.159,176,49,0,698334,698509,105,280,5.49e-28,125
chr22:22437645-23366982,IGLV1-41*01,74.074,162,42,0,706290,706451,105,266,5.49e-28,125
chr22:22437645-23366982,IGLV1-41*01,68.750,192,60,0,171879,172070,8,199,4.00e-25,115
chr22:22437645-23366982,IGLV1-41*01,69.565,184,56,0,757605,757788,83,266,4.00e-25,115
chr22:22437645-23366982,IGLV1-41*01,69.613,181,55,0,804799,804979,105,285,1.20e-24,114
chr22:22437645-23366982,IGLV1-41*01,72.050,161,45,0,672456,672616,106,266,1.20e-24,114
chr22:22437645-23366982,IGLV1-41*01,66.197,213,72,0,373316,373528,54,266,1.08e-23,110
chr22:22437645-23366982,IGLV1-41*01,71.429,161,46,0,653996,654156,106,266,1.08e-23,110
chr22:22437645-23366982,IGLV1-41*01,66.184,207,70,0,346951,347157,52,258,9.72e-23,107
chr22:22437645-23366982,IGLV1-41*01,65.116,215,75,0,450905,451119,52,266,8.75e-22,104
chr22:22437645-23366982,IGLV1-41*01,68.571,175,55,0,689959,690133,105,279,8.75e-22,104
chr22:22437645-23366982,IGLV1-41*01,68.156,179,57,0,733048,733226,106,284,8.75e-22,104
chr22:22437645-23366982,IGLV1-41*01,72.340,141,39,0,759754,759894,127,267,7.87e-21,101
chr22:22437645-23366982,IGLV1-41*01,66.486,185,62,0,590073,590257,100,284,7.08e-20,98.3
chr22:22437645-23366982,IGLV1-41*01,68.944,161,50,0,797324,797484,106,266,7.08e-20,98.3
chr22:22437645-23366982,IGLV1-41*01,80.198,101,20,0,700642,700742,167,267,7.08e-20,98.3
chr22:22437645-23366982,IGLV1-41*01,67.399,273,84,3,550188,550459,10,278,2.13e-19,96.7
chr22:22437645-23366982,IGLV1-41*01,67.778,180,57,1,658818,658996,105,284,5.16e-17,88.8
chr22:22437645-23366982,IGLV1-41*01,72.535,142,38,1,724365,724505,143,284,5.16e-17,88.8
chr22:22437645-23366982,IGLV1-41*01,69.886,176,50,1,14718,14893,2,174,4.65e-16,85.6
chr22:22437645-23366982,IGLV1-41*01,66.061,165,56,0,747617,747781,105,269,4.65e-16,85.6
chr22:22437645-23366982,IGLV1-41*01,71.631,141,39,1,650136,650276,128,267,1.39e-15,84.0
chr22:22437645-23366982,IGLV1-41*01,62.500,272,99,1,345861,346132,1,269,4.18e-15,82.4
chr22:22437645-23366982,IGLV1-41*01,67.114,149,49,0,604076,604224,106,254,4.18e-15,82.4
chr22:22437645-23366982,IGLV1-41*01,62.222,270,99,1,371266,371535,1,267,3.76e-14,79.2
chr22:22437645-23366982,IGLV1-41*01,66.443,149,50,0,646773,646921,106,254,3.76e-14,79.2
chr22:22437645-23366982,IGLV1-41*01,75.000,96,24,0,650019,650114,1,96,1.13e-13,77.7
chr22:22437645-23366982,IGLV1-41*01,64.815,162,57,0,74925,75086,105,266,1.13e-13,77.7
chr22:22437645-23366982,IGLV1-41*01,64.286,210,73,1,411230,411437,54,263,3.39e-13,76.1
chr22:22437645-23366982,IGLV1-41*01,69.128,149,44,1,680211,680357,106,254,9.15e-12,71.3
chr22:22437645-23366982,IGLV1-41*01,69.643,112,34,0,741052,741163,143,254,9.15e-12,71.3
chr22:22437645-23366982,IGLV1-41*01,71.579,95,27,0,323930,324024,52,146,2.47e-10,66.6
chr22:22437645-23366982,IGLV1-41*01,65.414,133,46,0,384035,384167,130,262,2.47e-10,66.6
chr22:22437645-23366982,IGLV1-41*01,63.333,150,55,0,843351,843500,105,254,7.41e-10,65.0
chr22:22437645-23366982,IGLV1-41*01,62.500,160,60,0,675151,675310,107,266,7.41e-10,65.0
chr22:22437645-23366982,IGLV1-41*01,79.104,67,14,0,672362,672428,6,72,2.22e-09,63.4
chr22:22437645-23366982,IGLV1-41*01,77.612,67,15,0,732954,733020,6,72,2.00e-08,60.2
chr22:22437645-23366982,IGLV1-41*01,77.612,67,15,0,797230,797296,6,72,2.00e-08,60.2
chr22:22437645-23366982,IGLV1-41*01,70.330,91,27,0,138457,138547,176,266,2.00e-08,60.2
chr22:22437645-23366982,IGLV1-41*01,74.648,71,18,0,698241,698311,6,76,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-41*01,76.119,67,16,0,689866,689932,6,72,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-41*01,90.698,43,4,0,177987,178029,225,267,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-41*01,78.333,60,13,0,646679,646738,6,65,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-41*01,67.213,122,39,1,142479,142599,4,125,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-41*01,72.222,72,20,0,740922,740993,6,77,4.86e-06,52.3
chr22:22437645-23366982,IGLV1-41*01,69.512,82,25,0,835774,835855,185,266,4.86e-06,52.3
chr22:22437645-23366982,IGLV1-41*01,73.134,67,18,0,747524,747590,6,72,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-41*01,69.620,79,24,0,172084,172162,207,285,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-41*01,67.059,85,28,0,319490,319574,1,85,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-41*01,66.292,89,30,0,735785,735873,107,195,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-41*01,65.591,93,32,0,820262,820354,173,265,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-41*01,76.087,46,11,0,221092,221137,221,266,0.032,39.6
chr22:22437645-23366982,IGLV1-41*01,71.698,53,15,0,686258,686310,181,233,0.096,38.0
chr22:22437645-23366982,IGLV1-41*01,73.469,49,13,0,650322,650370,185,233,0.096,38.0
chr22:22437645-23366982,IGLV1-41*01,73.469,49,13,0,664668,664716,185,233,0.096,38.0
chr22:22437645-23366982,IGLV1-41*01,73.913,46,12,0,598097,598142,25,70,0.29,36.5
chr22:22437645-23366982,IGLV1-41*01,75.000,44,11,0,698249,698292,210,253,0.29,36.5
chr22:22437645-23366982,IGLV2-18*04,98.990,297,3,0,720119,720415,1,297,1.30e-129,462
chr22:22437645-23366982,IGLV2-18*04,94.276,297,17,0,808226,808522,1,297,2.96e-116,418
chr22:22437645-23366982,IGLV2-18*04,93.939,297,18,0,744243,744539,1,297,2.67e-115,415
chr22:22437645-23366982,IGLV2-18*04,93.266,297,20,0,777940,778236,1,297,2.16e-113,408
chr22:22437645-23366982,IGLV2-18*04,92.256,297,23,0,683450,683746,1,297,1.57e-110,399
chr22:22437645-23366982,IGLV2-18*04,90.169,295,29,0,841993,842287,1,295,7.53e-104,377
chr22:22437645-23366982,IGLV2-18*04,88.889,297,33,0,565210,565506,1,297,5.49e-101,367
chr22:22437645-23366982,IGLV2-18*04,81.818,297,54,0,573479,573775,1,297,6.01e-81,301
chr22:22437645-23366982,IGLV2-18*04,78.125,288,63,0,395149,395436,1,288,4.58e-68,258
chr22:22437645-23366982,IGLV2-18*04,78.229,271,59,0,303611,303881,1,271,9.02e-64,244
chr22:22437645-23366982,IGLV2-18*04,76.389,288,65,1,298764,299048,1,288,3.49e-55,215
chr22:22437645-23366982,IGLV2-18*04,77.695,269,57,1,334039,334304,1,269,9.43e-54,210
chr22:22437645-23366982,IGLV2-18*04,77.695,269,57,1,357121,357386,1,269,9.43e-54,210
chr22:22437645-23366982,IGLV2-18*04,76.667,270,60,1,389590,389856,1,270,2.29e-51,202
chr22:22437645-23366982,IGLV2-18*04,75.465,269,63,1,417362,417627,1,269,5.01e-48,191
chr22:22437645-23366982,IGLV2-18*04,86.905,168,21,1,650136,650303,131,297,1.22e-45,183
chr22:22437645-23366982,IGLV2-18*04,83.432,169,28,0,700601,700769,129,297,1.10e-44,180
chr22:22437645-23366982,IGLV2-18*04,83.432,169,28,0,759753,759921,129,297,1.10e-44,180
chr22:22437645-23366982,IGLV2-18*04,90.909,132,12,0,650019,650150,1,132,2.66e-42,172
chr22:22437645-23366982,IGLV2-18*04,73.408,267,69,2,550182,550447,4,269,7.99e-42,171
chr22:22437645-23366982,IGLV2-18*04,69.630,270,82,0,62628,62897,1,270,2.40e-41,169
chr22:22437645-23366982,IGLV2-18*04,79.503,161,33,0,579950,580110,108,268,4.25e-36,152
chr22:22437645-23366982,IGLV2-18*04,73.234,269,66,2,2169,2431,1,269,3.44e-34,145
chr22:22437645-23366982,IGLV2-18*04,69.123,285,86,2,55845,56127,4,288,3.44e-34,145
chr22:22437645-23366982,IGLV2-18*04,69.259,270,80,1,190864,191130,1,270,2.79e-32,139
chr22:22437645-23366982,IGLV2-18*04,72.989,174,47,0,698322,698495,96,269,6.09e-29,128
chr22:22437645-23366982,IGLV2-18*04,72.571,175,48,0,866458,866632,95,269,1.83e-28,126
chr22:22437645-23366982,IGLV2-18*04,74.534,161,41,0,653996,654156,109,269,1.83e-28,126
chr22:22437645-23366982,IGLV2-18*04,73.214,168,45,0,706290,706457,108,275,5.49e-28,125
chr22:22437645-23366982,IGLV2-18*04,74.074,162,42,0,804799,804960,108,269,5.49e-28,125
chr22:22437645-23366982,IGLV2-18*04,73.913,161,42,0,672456,672616,109,269,1.65e-27,123
chr22:22437645-23366982,IGLV2-18*04,71.329,286,73,2,171881,172163,10,289,4.94e-27,122
chr22:22437645-23366982,IGLV2-18*04,72.840,162,44,0,689959,690120,108,269,4.44e-26,118
chr22:22437645-23366982,IGLV2-18*04,72.840,162,44,0,757627,757788,108,269,4.44e-26,118
chr22:22437645-23366982,IGLV2-18*04,70.833,168,49,0,797324,797491,109,276,3.60e-24,112
